[100, [Random,1][RandomDirection,1][RandomSet,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][LowEdgeCostFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [ConstrainedRandomWalk,1], {Topology,scalefree}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,1.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hRandom,Cost, 5.044252078860302, Score, 97.32467532467534,sConstrainedRandomWalk,Cost, 73.52975071224233, Score, -97.32467532467534, PathLength, 148.0,
hRandomDirection,Cost, 2.1445911879213497, Score, 81.61038961038963,sConstrainedRandomWalk,Cost, 62.897634825337676, Score, -81.61038961038963, PathLength, 124.0,
hRandomSet,Cost, 7.930565265689222, Score, 134.51298701298697,sConstrainedRandomWalk,Cost, 101.51560274054005, Score, -134.51298701298697, PathLength, 206.0,
hRandomFixedDistance,Cost, 25.019931669073735, Score, 116.55844155844156,sConstrainedRandomWalk,Cost, 87.91270387447203, Score, -116.55844155844156, PathLength, 178.0,
hLowEdgeCostRandomFixedDistance,Cost, 2.5545080982677417, Score, 95.7792207792208,sConstrainedRandomWalk,Cost, 73.14941087168279, Score, -95.7792207792208, PathLength, 146.0,
hMinimumConnectivity,Cost, 18.355048125832674, Score, 183.16883116883128,sConstrainedRandomWalk,Cost, 138.6573246572773, Score, -183.16883116883128, PathLength, 281.0,
hMaxDistance,Cost, 184.38863190048284, Score, 123.27922077922081,sConstrainedRandomWalk,Cost, 94.46699215362112, Score, -123.27922077922081, PathLength, 188.0,
hRandom,Cost, 4.8957283040868615, Score, 90.79746835443042,sConstrainedRandomWalk,Cost, 71.91027425754592, Score, -90.79746835443042, PathLength, 142.0,
hRandomDirection,Cost, 2.0323468598903163, Score, 86.76582278481015,sConstrainedRandomWalk,Cost, 68.08781343487055, Score, -86.76582278481015, PathLength, 136.0,
hRandomSet,Cost, 7.841865702972342, Score, 119.53164556962025,sConstrainedRandomWalk,Cost, 94.1935608518928, Score, -119.53164556962025, PathLength, 187.0,
hRandomFixedDistance,Cost, 24.88950666309043, Score, 111.27215189873415,sConstrainedRandomWalk,Cost, 87.69993731227402, Score, -111.27215189873415, PathLength, 174.0,
hLowEdgeCostRandomFixedDistance,Cost, 10.218537295305024, Score, 94.40506329113923,sConstrainedRandomWalk,Cost, 74.05979313655213, Score, -94.40506329113923, PathLength, 148.0,
hMinimumConnectivity,Cost, 21.127564681605268, Score, 185.00000000000003,sConstrainedRandomWalk,Cost, 146.5911268916954, Score, -185.00000000000003, PathLength, 291.0,
