[100, [RandomSet,1][RandomDirection,1][Random,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [RandomWalk,1][ConstrainedRandomWalk,1][LowEdgeCost,1][DepthFirstSearch,1][DepthFirstSearchLowCost,1][BreadthFirstSearch,1][BreadthFirstSearchLowCost,1][BacktrackPath,1][OptimalBacktrackPath,1][LeastConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,i+1}, {Rounds,1000}, {EdgeWeight,100.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}]
hRandomSet,Cost, 312.3578047733564, Score, 48.647566666666634,sRandomWalk,Cost, 5153.566883928423, Score, -35.49033333333331, PathLength, 105.0,sConstrainedRandomWalk,Cost, 4943.409128697808, Score, -34.144000000000005, PathLength, 101.0,sLowEdgeCost,Cost, 3452.967896581486, Score, -35.543333333333294, PathLength, 105.0,sDepthFirstSearch,Cost, 4558.2928745504905, Score, -31.912666666666674, PathLength, 94.0,sDepthFirstSearchLowCost,Cost, 2769.755360734635, Score, -31.78100000000002, PathLength, 94.0,sBreadthFirstSearch,Cost, 6128.307706687734, Score, -100.2503333333335, PathLength, 299.0,sBreadthFirstSearchLowCost,Cost, 5890.407027546155, Score, -96.87266666666652, PathLength, 289.0,sBacktrackPath,Cost, 4554.573890745762, Score, -52.920999999999985, PathLength, 157.0,sVariableBacktrackPath,Cost, 3729.255187072815, Score, -39.229999999999976, PathLength, 116.0,sLeastConnectedFirst,Cost, 4208.249595057569, Score, -28.330333333333304, PathLength, 83.0,
hRandomDirection,Cost, 146.61801020585938, Score, 41.89219999999994,sRandomWalk,Cost, 4462.28491098738, Score, -30.871333333333304, PathLength, 91.0,sConstrainedRandomWalk,Cost, 4212.833727900483, Score, -29.185333333333347, PathLength, 86.0,sLowEdgeCost,Cost, 2667.437478952776, Score, -29.717000000000017, PathLength, 88.0,sDepthFirstSearch,Cost, 3921.7781428332983, Score, -27.652333333333342, PathLength, 81.0,sDepthFirstSearchLowCost,Cost, 2470.631916015175, Score, -29.122999999999962, PathLength, 86.0,sBreadthFirstSearch,Cost, 5181.857391696761, Score, -84.62233333333337, PathLength, 252.0,sBreadthFirstSearchLowCost,Cost, 4890.019370811036, Score, -80.2873333333334, PathLength, 239.0,sBacktrackPath,Cost, 3623.0611211865967, Score, -44.93099999999997, PathLength, 133.0,sVariableBacktrackPath,Cost, 3001.234960510208, Score, -33.466666666666654, PathLength, 99.0,sLeastConnectedFirst,Cost, 4314.46380907614, Score, -29.06566666666665, PathLength, 86.0,
hRandom,Cost, 338.75745335282795, Score, 42.91843333333328,sRandomWalk,Cost, 4312.22477401318, Score, -29.844333333333317, PathLength, 88.0,sConstrainedRandomWalk,Cost, 4317.305037616592, Score, -29.832333333333317, PathLength, 88.0,sLowEdgeCost,Cost, 2810.65282327695, Score, -30.83166666666665, PathLength, 91.0,sDepthFirstSearch,Cost, 4061.837853822667, Score, -28.569333333333365, PathLength, 84.0,sDepthFirstSearchLowCost,Cost, 2445.1179061053863, Score, -29.017999999999997, PathLength, 86.0,sBreadthFirstSearch,Cost, 5205.669693947784, Score, -85.01066666666674, PathLength, 254.0,sBreadthFirstSearchLowCost,Cost, 4980.574844848389, Score, -81.87833333333326, PathLength, 244.0,sBacktrackPath,Cost, 4194.507302506039, Score, -49.63799999999997, PathLength, 147.0,sVariableBacktrackPath,Cost, 3119.96165866873, Score, -34.55966666666668, PathLength, 102.0,sLeastConnectedFirst,Cost, 4446.549740120873, Score, -30.00200000000004, PathLength, 89.0,
hRandomFixedDistance,Cost, 1881.6924599128051, Score, 43.793433333333354,sRandomWalk,Cost, 4496.073925804626, Score, -31.065999999999995, PathLength, 92.0,sConstrainedRandomWalk,Cost, 4352.6534871335525, Score, -30.17200000000002, PathLength, 89.0,sLowEdgeCost,Cost, 2787.0348234264957, Score, -30.9076666666667, PathLength, 91.0,sDepthFirstSearch,Cost, 4219.853909728081, Score, -29.683333333333298, PathLength, 88.0,sDepthFirstSearchLowCost,Cost, 2487.4900587080324, Score, -29.584333333333316, PathLength, 87.0,sBreadthFirstSearch,Cost, 5309.91074393365, Score, -86.60266666666669, PathLength, 258.0,sBreadthFirstSearchLowCost,Cost, 5299.25133745028, Score, -87.10466666666662, PathLength, 260.0,sBacktrackPath,Cost, 3872.043381617811, Score, -47.51133333333334, PathLength, 141.0,sVariableBacktrackPath,Cost, 3198.0008567147697, Score, -35.412666666666695, PathLength, 105.0,sLeastConnectedFirst,Cost, 4426.871229204523, Score, -29.88966666666668, PathLength, 88.0,
hLowEdgeCostRandomFixedDistance,Cost, 289.6635628640335, Score, 41.20363333333332,sRandomWalk,Cost, 4663.2036540410345, Score, -32.30199999999998, PathLength, 95.0,sConstrainedRandomWalk,Cost, 4598.473278847599, Score, -31.891666666666662, PathLength, 94.0,sLowEdgeCost,Cost, 1526.6293935532271, Score, -19.56766666666668, PathLength, 57.0,sDepthFirstSearch,Cost, 4454.153469221803, Score, -31.217333333333354, PathLength, 92.0,sDepthFirstSearchLowCost,Cost, 1443.5623904034765, Score, -19.181666666666672, PathLength, 56.0,sBreadthFirstSearch,Cost, 5744.383822915878, Score, -94.14999999999992, PathLength, 281.0,sBreadthFirstSearchLowCost,Cost, 5734.811955750468, Score, -94.11500000000015, PathLength, 281.0,sBacktrackPath,Cost, 2930.63886751399, Score, -38.05699999999998, PathLength, 113.0,sVariableBacktrackPath,Cost, 1869.4439558651493, Score, -23.332999999999988, PathLength, 68.0,sLeastConnectedFirst,Cost, 4191.744197340252, Score, -28.221, PathLength, 83.0,
hMinimumConnectivity,Cost, 105211.30650008365, Score, 102.48826666666668,sRandomWalk,Cost, 12377.7323057163, Score, -84.87033333333335, PathLength, 253.0,sConstrainedRandomWalk,Cost, 11650.52579014169, Score, -79.76866666666662, PathLength, 238.0,sLowEdgeCost,Cost, 11370.476080435114, Score, -90.22500000000005, PathLength, 269.0,sDepthFirstSearch,Cost, 5913.853324413014, Score, -40.97633333333337, PathLength, 121.0,sDepthFirstSearchLowCost,Cost, 4537.854505634992, Score, -46.596999999999966, PathLength, 138.0,sBreadthFirstSearch,Cost, 11905.542714713376, Score, -194.90600000000012, PathLength, 583.0,sBreadthFirstSearchLowCost,Cost, 11472.60374548135, Score, -188.15833333333362, PathLength, 563.0,sBacktrackPath,Cost, 19898.460942351194, Score, -170.54400000000018, PathLength, 510.0,sVariableBacktrackPath,Cost, 12215.298973344823, Score, -99.79033333333327, PathLength, 298.0,sLeastConnectedFirst,Cost, 4313.307653599617, Score, -29.04666666666667, PathLength, 86.0,
hMaxDistance,Cost, 14087.998620114371, Score, 46.355133333333285,sRandomWalk,Cost, 4835.654856793163, Score, -33.39733333333332, PathLength, 99.0,sConstrainedRandomWalk,Cost, 4737.357036268946, Score, -32.755000000000024, PathLength, 97.0,sLowEdgeCost,Cost, 3014.3945562814843, Score, -32.48533333333334, PathLength, 96.0,sDepthFirstSearch,Cost, 4493.567603428976, Score, -31.49633333333331, PathLength, 93.0,sDepthFirstSearchLowCost,Cost, 2618.915846800976, Score, -30.63333333333334, PathLength, 90.0,sBreadthFirstSearch,Cost, 5672.045746258855, Score, -92.53766666666664, PathLength, 276.0,sBreadthFirstSearchLowCost,Cost, 5548.296140745375, Score, -91.38100000000003, PathLength, 273.0,sBacktrackPath,Cost, 4399.413278732575, Score, -51.465333333333305, PathLength, 153.0,sVariableBacktrackPath,Cost, 3549.5171914034604, Score, -37.799666666666695, PathLength, 112.0,sLeastConnectedFirst,Cost, 4391.409181558291, Score, -29.600333333333335, PathLength, 87.0,
hRandomSet,Cost, 301.91639549199834, Score, 54.51673333333329,sRandomWalk,Cost, 4702.654554552495, Score, -34.78999999999996, PathLength, 103.0,sConstrainedRandomWalk,Cost, 4619.72694605121, Score, -34.08199999999997, PathLength, 101.0,sLowEdgeCost,Cost, 2440.9912456464194, Score, -32.77266666666669, PathLength, 97.0,sDepthFirstSearch,Cost, 4390.572889184469, Score, -32.41833333333333, PathLength, 96.0,sDepthFirstSearchLowCost,Cost, 2097.222082858921, Score, -30.91366666666669, PathLength, 91.0,sBreadthFirstSearch,Cost, 5450.08312220945, Score, -128.42533333333324, PathLength, 384.0,sBreadthFirstSearchLowCost,Cost, 5188.463870146527, Score, -120.56233333333319, PathLength, 360.0,sBacktrackPath,Cost, 4724.3949377645, Score, -64.66833333333341, PathLength, 193.0,sVariableBacktrackPath,Cost, 2931.972862874833, Score, -37.50433333333336, PathLength, 111.0,sLeastConnectedFirst,Cost, 3915.6247844216855, Score, -29.030333333333292, PathLength, 86.0,
hRandomDirection,Cost, 185.15382281934922, Score, 48.08320000000005,sRandomWalk,Cost, 4245.572821106999, Score, -31.370666666666686, PathLength, 93.0,sConstrainedRandomWalk,Cost, 4102.861216580581, Score, -30.484666666666655, PathLength, 90.0,sLowEdgeCost,Cost, 1998.1064403547693, Score, -29.00333333333337, PathLength, 86.0,sDepthFirstSearch,Cost, 4002.459994720762, Score, -29.578000000000017, PathLength, 87.0,sDepthFirstSearchLowCost,Cost, 1855.201080116801, Score, -28.465333333333344, PathLength, 84.0,sBreadthFirstSearch,Cost, 4601.240401260473, Score, -108.22466666666682, PathLength, 323.0,sBreadthFirstSearchLowCost,Cost, 4354.42952586012, Score, -100.24666666666668, PathLength, 299.0,sBacktrackPath,Cost, 4336.098062474941, Score, -60.227000000000075, PathLength, 179.0,sVariableBacktrackPath,Cost, 2446.0713349925054, Score, -33.12166666666667, PathLength, 98.0,sLeastConnectedFirst,Cost, 4073.800738985542, Score, -30.110000000000024, PathLength, 89.0,
hRandom,Cost, 416.6561768621272, Score, 49.44483333333336,sRandomWalk,Cost, 4184.078145181736, Score, -31.001333333333335, PathLength, 92.0,sConstrainedRandomWalk,Cost, 4271.6941888587235, Score, -31.637666666666654, PathLength, 93.0,sLowEdgeCost,Cost, 2126.1605547610925, Score, -30.08733333333334, PathLength, 89.0,sDepthFirstSearch,Cost, 4107.286134864844, Score, -30.415333333333336, PathLength, 90.0,sDepthFirstSearchLowCost,Cost, 1912.5484728522106, Score, -29.089000000000038, PathLength, 86.0,sBreadthFirstSearch,Cost, 4782.786208397323, Score, -112.46033333333327, PathLength, 336.0,sBreadthFirstSearchLowCost,Cost, 4556.814923152009, Score, -105.53933333333345, PathLength, 315.0,sBacktrackPath,Cost, 4212.328479585757, Score, -59.532666666666664, PathLength, 177.0,sVariableBacktrackPath,Cost, 2560.4965639025827, Score, -34.31566666666666, PathLength, 101.0,sLeastConnectedFirst,Cost, 4108.875376345972, Score, -30.369666666666628, PathLength, 90.0,
hRandomFixedDistance,Cost, 1343.298197532693, Score, 50.69970000000002,sRandomWalk,Cost, 4372.90825459466, Score, -32.392666666666635, PathLength, 96.0,sConstrainedRandomWalk,Cost, 4397.971918400097, Score, -32.61200000000003, PathLength, 96.0,sLowEdgeCost,Cost, 2281.0813671255146, Score, -31.537999999999982, PathLength, 93.0,sDepthFirstSearch,Cost, 4235.422603450081, Score, -31.28500000000001, PathLength, 92.0,sDepthFirstSearchLowCost,Cost, 1978.5909686023936, Score, -29.789666666666655, PathLength, 88.0,sBreadthFirstSearch,Cost, 4924.905873833811, Score, -115.48499999999996, PathLength, 345.0,sBreadthFirstSearchLowCost,Cost, 4693.439895265481, Score, -108.26599999999985, PathLength, 323.0,sBacktrackPath,Cost, 4221.234365040324, Score, -59.77966666666669, PathLength, 178.0,sVariableBacktrackPath,Cost, 2645.5668591166464, Score, -35.07466666666667, PathLength, 104.0,sLeastConnectedFirst,Cost, 4159.933709721933, Score, -30.77433333333336, PathLength, 91.0,
hLowEdgeCostRandomFixedDistance,Cost, 452.269083403624, Score, 44.15593333333339,sRandomWalk,Cost, 4270.215593856337, Score, -31.727000000000007, PathLength, 94.0,sConstrainedRandomWalk,Cost, 4362.7704464735125, Score, -32.357666666666624, PathLength, 96.0,sLowEdgeCost,Cost, 1203.638296511286, Score, -21.167000000000016, PathLength, 62.0,sDepthFirstSearch,Cost, 4100.970857211255, Score, -30.44333333333333, PathLength, 90.0,sDepthFirstSearchLowCost,Cost, 1154.2896652500376, Score, -20.92633333333334, PathLength, 61.0,sBreadthFirstSearch,Cost, 4470.648663245804, Score, -104.82400000000013, PathLength, 313.0,sBreadthFirstSearchLowCost,Cost, 4321.015679111455, Score, -99.6733333333333, PathLength, 298.0,sBacktrackPath,Cost, 3142.9115074097836, Score, -48.68699999999998, PathLength, 145.0,sVariableBacktrackPath,Cost, 1290.391479143634, Score, -22.0966666666667, PathLength, 65.0,sLeastConnectedFirst,Cost, 4000.746956640557, Score, -29.657000000000036, PathLength, 87.0,
hMinimumConnectivity,Cost, 79988.61395510202, Score, 82.06726666666665,sRandomWalk,Cost, 7180.449467476648, Score, -53.103666666666626, PathLength, 158.0,sConstrainedRandomWalk,Cost, 7302.632640548935, Score, -53.79899999999995, PathLength, 160.0,sLowEdgeCost,Cost, 5353.270471505987, Score, -54.86566666666667, PathLength, 163.0,sDepthFirstSearch,Cost, 5856.818296176108, Score, -43.13500000000004, PathLength, 128.0,sDepthFirstSearchLowCost,Cost, 2964.879547381973, Score, -39.27633333333332, PathLength, 116.0,sBreadthFirstSearch,Cost, 8768.046918512648, Score, -208.20599999999962, PathLength, 623.0,sBreadthFirstSearchLowCost,Cost, 8568.403131889294, Score, -200.65133333333304, PathLength, 600.0,sBacktrackPath,Cost, 5926.475107867189, Score, -75.5393333333334, PathLength, 225.0,sVariableBacktrackPath,Cost, 7123.617822726759, Score, -69.9003333333333, PathLength, 208.0,sLeastConnectedFirst,Cost, 2944.8172265145104, Score, -22.196000000000044, PathLength, 65.0,
hMaxDistance,Cost, 321.99345136952473, Score, 49.94346666666672,sRandomWalk,Cost, 4240.970068169919, Score, -31.487999999999985, PathLength, 93.0,sConstrainedRandomWalk,Cost, 4245.39000142749, Score, -31.42899999999996, PathLength, 93.0,sLowEdgeCost,Cost, 2168.561412241308, Score, -30.695000000000018, PathLength, 91.0,sDepthFirstSearch,Cost, 4145.002716442486, Score, -30.743666666666677, PathLength, 91.0,sDepthFirstSearchLowCost,Cost, 1979.5387013902255, Score, -29.857000000000028, PathLength, 88.0,sBreadthFirstSearch,Cost, 4854.7078026999625, Score, -113.872, PathLength, 340.0,sBreadthFirstSearchLowCost,Cost, 4642.166547147432, Score, -107.41900000000005, PathLength, 321.0,sBacktrackPath,Cost, 4053.609105886888, Score, -58.1903333333332, PathLength, 173.0,sVariableBacktrackPath,Cost, 2672.982957712273, Score, -35.162333333333315, PathLength, 104.0,sLeastConnectedFirst,Cost, 4142.851779468441, Score, -30.578333333333337, PathLength, 90.0,
hRandomSet,Cost, 475.7557179878824, Score, 57.15513333333342,sRandomWalk,Cost, 5674.018029726971, Score, -38.801000000000016, PathLength, 115.0,sConstrainedRandomWalk,Cost, 5564.7268692599455, Score, -38.23066666666665, PathLength, 113.0,sLowEdgeCost,Cost, 3832.665188392476, Score, -39.69366666666665, PathLength, 118.0,sDepthFirstSearch,Cost, 4738.256680626367, Score, -34.93699999999998, PathLength, 103.0,sDepthFirstSearchLowCost,Cost, 3225.3441556910448, Score, -37.95300000000002, PathLength, 112.0,sBreadthFirstSearch,Cost, 7574.56555976585, Score, -124.04000000000012, PathLength, 371.0,sBreadthFirstSearchLowCost,Cost, 7316.728811103824, Score, -120.30533333333335, PathLength, 359.0,sBacktrackPath,Cost, 5991.025774167752, Score, -63.57399999999998, PathLength, 189.0,sVariableBacktrackPath,Cost, 4297.7401049720775, Score, -44.05799999999995, PathLength, 131.0,sLeastConnectedFirst,Cost, 4309.75839110767, Score, -29.95866666666664, PathLength, 88.0,
hRandomDirection,Cost, 250.11061671171788, Score, 48.98323333333334,sRandomWalk,Cost, 4947.911011703534, Score, -33.85133333333332, PathLength, 100.0,sConstrainedRandomWalk,Cost, 4810.823454230589, Score, -33.10799999999998, PathLength, 98.0,sLowEdgeCost,Cost, 2965.3991764373486, Score, -33.486333333333285, PathLength, 99.0,sDepthFirstSearch,Cost, 4272.302233662743, Score, -31.58833333333332, PathLength, 93.0,sDepthFirstSearchLowCost,Cost, 2642.1483921203862, Score, -32.721666666666664, PathLength, 97.0,sBreadthFirstSearch,Cost, 6281.195582044692, Score, -102.53333333333333, PathLength, 306.0,sBreadthFirstSearchLowCost,Cost, 6107.156953761932, Score, -99.93766666666666, PathLength, 298.0,sBacktrackPath,Cost, 4684.759057442612, Score, -53.40899999999999, PathLength, 159.0,sVariableBacktrackPath,Cost, 3489.521523746501, Score, -38.17799999999997, PathLength, 113.0,sLeastConnectedFirst,Cost, 4461.729486799357, Score, -31.018666666666682, PathLength, 92.0,
hRandom,Cost, 539.8899228730926, Score, 49.80186666666671,sRandomWalk,Cost, 4773.210122193233, Score, -32.85299999999997, PathLength, 97.0,sConstrainedRandomWalk,Cost, 4857.132658704858, Score, -33.25400000000004, PathLength, 98.0,sLowEdgeCost,Cost, 3076.153067251149, Score, -34.349999999999994, PathLength, 102.0,sDepthFirstSearch,Cost, 4224.499122193093, Score, -31.324333333333335, PathLength, 92.0,sDepthFirstSearchLowCost,Cost, 2654.0781730424114, Score, -32.832333333333345, PathLength, 97.0,sBreadthFirstSearch,Cost, 6323.508488609892, Score, -103.57499999999995, PathLength, 309.0,sBreadthFirstSearchLowCost,Cost, 6359.299285875965, Score, -104.195, PathLength, 311.0,sBacktrackPath,Cost, 5078.9791878080905, Score, -56.306666666666665, PathLength, 167.0,sVariableBacktrackPath,Cost, 3416.6018907020357, Score, -37.75666666666661, PathLength, 112.0,sLeastConnectedFirst,Cost, 4540.253089178516, Score, -31.57166666666665, PathLength, 93.0,
hRandomFixedDistance,Cost, 1132.7888539126313, Score, 51.18413333333329,sRandomWalk,Cost, 5031.780156190239, Score, -34.605999999999995, PathLength, 102.0,sConstrainedRandomWalk,Cost, 4903.762455621639, Score, -33.625, PathLength, 99.0,sLowEdgeCost,Cost, 3075.2419426735296, Score, -34.46966666666664, PathLength, 102.0,sDepthFirstSearch,Cost, 4412.302475480674, Score, -32.648, PathLength, 96.0,sDepthFirstSearchLowCost,Cost, 2694.881002633607, Score, -33.180666666666674, PathLength, 98.0,sBreadthFirstSearch,Cost, 6794.448338025879, Score, -111.22433333333343, PathLength, 332.0,sBreadthFirstSearchLowCost,Cost, 6478.303793198288, Score, -106.29999999999997, PathLength, 317.0,sBacktrackPath,Cost, 4907.40628558032, Score, -55.247333333333415, PathLength, 164.0,sVariableBacktrackPath,Cost, 3535.413512932096, Score, -38.730666666666686, PathLength, 115.0,sLeastConnectedFirst,Cost, 4580.647106705688, Score, -31.809666666666686, PathLength, 94.0,
hLowEdgeCostRandomFixedDistance,Cost, 264.1942647102779, Score, 41.729633333333375,sRandomWalk,Cost, 4888.149831545782, Score, -33.61633333333341, PathLength, 99.0,sConstrainedRandomWalk,Cost, 4852.98950715486, Score, -33.391999999999996, PathLength, 99.0,sLowEdgeCost,Cost, 1716.8525493378688, Score, -22.990999999999982, PathLength, 67.0,sDepthFirstSearch,Cost, 4335.615841146164, Score, -32.11233333333336, PathLength, 95.0,sDepthFirstSearchLowCost,Cost, 1600.155157654594, Score, -22.766666666666676, PathLength, 67.0,sBreadthFirstSearch,Cost, 5408.840477136585, Score, -88.4780000000001, PathLength, 264.0,sBreadthFirstSearchLowCost,Cost, 5182.98299822251, Score, -84.93066666666668, PathLength, 253.0,sBacktrackPath,Cost, 2999.7909377447822, Score, -38.827666666666666, PathLength, 115.0,sVariableBacktrackPath,Cost, 2374.77759693163, Score, -29.03100000000001, PathLength, 86.0,sLeastConnectedFirst,Cost, 4472.798656071367, Score, -31.15066666666671, PathLength, 92.0,
hMinimumConnectivity,Cost, 237471.2368865412, Score, 96.2629333333333,sRandomWalk,Cost, 9616.022575415776, Score, -65.75466666666665, PathLength, 196.0,sConstrainedRandomWalk,Cost, 9410.502536710555, Score, -64.3223333333334, PathLength, 191.0,sLowEdgeCost,Cost, 8942.101237883746, Score, -74.55866666666668, PathLength, 222.0,sDepthFirstSearch,Cost, 7468.200428268467, Score, -54.45699999999999, PathLength, 162.0,sDepthFirstSearchLowCost,Cost, 5318.223365965281, Score, -58.62433333333331, PathLength, 174.0,sBreadthFirstSearch,Cost, 11779.729503976836, Score, -194.6833333333333, PathLength, 583.0,sBreadthFirstSearchLowCost,Cost, 11764.13014002201, Score, -193.99033333333315, PathLength, 580.0,sBacktrackPath,Cost, 16217.416748376192, Score, -141.16233333333338, PathLength, 422.0,sVariableBacktrackPath,Cost, 10608.405080296863, Score, -87.91433333333339, PathLength, 262.0,sLeastConnectedFirst,Cost, 3891.902038201302, Score, -27.162000000000017, PathLength, 80.0,
hMaxDistance,Cost, 760.4480207895627, Score, 52.195366666666615,sRandomWalk,Cost, 4954.554847590338, Score, -34.130000000000024, PathLength, 101.0,sConstrainedRandomWalk,Cost, 5048.167276977276, Score, -34.69833333333334, PathLength, 103.0,sLowEdgeCost,Cost, 3244.845047925018, Score, -35.607999999999976, PathLength, 105.0,sDepthFirstSearch,Cost, 4332.152177267726, Score, -32.11233333333336, PathLength, 95.0,sDepthFirstSearchLowCost,Cost, 2787.1932548559207, Score, -33.955999999999996, PathLength, 100.0,sBreadthFirstSearch,Cost, 6873.492657900325, Score, -112.89399999999996, PathLength, 337.0,sBreadthFirstSearchLowCost,Cost, 6811.957427171452, Score, -111.5873333333333, PathLength, 333.0,sBacktrackPath,Cost, 5043.735068753253, Score, -56.378333333333345, PathLength, 168.0,sVariableBacktrackPath,Cost, 3596.8840118932753, Score, -39.22633333333336, PathLength, 116.0,sLeastConnectedFirst,Cost, 4506.926817390713, Score, -31.36299999999999, PathLength, 93.0,
hRandomSet,Cost, 534.320634722056, Score, 56.36340000000007,sRandomWalk,Cost, 5775.777420940658, Score, -39.44599999999995, PathLength, 117.0,sConstrainedRandomWalk,Cost, 5591.19004628148, Score, -38.22866666666671, PathLength, 113.0,sLowEdgeCost,Cost, 3715.2053629829356, Score, -37.440333333333285, PathLength, 111.0,sDepthFirstSearch,Cost, 5579.5965796022465, Score, -37.21899999999999, PathLength, 110.0,sDepthFirstSearchLowCost,Cost, 3477.160684280762, Score, -36.805333333333344, PathLength, 109.0,sBreadthFirstSearch,Cost, 7549.622628555253, Score, -122.41300000000011, PathLength, 366.0,sBreadthFirstSearchLowCost,Cost, 7373.616012180529, Score, -120.53033333333353, PathLength, 360.0,sBacktrackPath,Cost, 5529.033924730954, Score, -59.26733333333331, PathLength, 176.0,sVariableBacktrackPath,Cost, 4227.320480127844, Score, -41.83600000000007, PathLength, 124.0,sLeastConnectedFirst,Cost, 4356.327707572466, Score, -30.44799999999998, PathLength, 90.0,
hRandomDirection,Cost, 300.47161653819603, Score, 50.64046666666671,sRandomWalk,Cost, 5080.015393144695, Score, -34.68699999999999, PathLength, 103.0,sConstrainedRandomWalk,Cost, 5110.4711028745005, Score, -34.91466666666667, PathLength, 103.0,sLowEdgeCost,Cost, 3270.124103016246, Score, -34.43666666666666, PathLength, 102.0,sDepthFirstSearch,Cost, 4973.835604943874, Score, -32.96799999999997, PathLength, 97.0,sDepthFirstSearchLowCost,Cost, 3080.8591572127434, Score, -33.74333333333337, PathLength, 100.0,sBreadthFirstSearch,Cost, 6521.749020551794, Score, -105.41433333333329, PathLength, 315.0,sBreadthFirstSearchLowCost,Cost, 6438.41195451588, Score, -105.25699999999983, PathLength, 314.0,sBacktrackPath,Cost, 4952.224307883566, Score, -54.64833333333331, PathLength, 162.0,sVariableBacktrackPath,Cost, 3887.9327796108337, Score, -39.45733333333335, PathLength, 117.0,sLeastConnectedFirst,Cost, 4424.951833323562, Score, -30.878000000000025, PathLength, 91.0,
hRandom,Cost, 645.9191487189969, Score, 51.22036666666664,sRandomWalk,Cost, 4958.431642382996, Score, -34.005000000000074, PathLength, 101.0,sConstrainedRandomWalk,Cost, 5049.859652164938, Score, -34.59200000000003, PathLength, 102.0,sLowEdgeCost,Cost, 3219.8907014265496, Score, -34.17099999999997, PathLength, 101.0,sDepthFirstSearch,Cost, 5058.637502251138, Score, -33.511999999999986, PathLength, 99.0,sDepthFirstSearchLowCost,Cost, 3038.3764775897866, Score, -33.521666666666626, PathLength, 99.0,sBreadthFirstSearch,Cost, 6747.347401504801, Score, -109.31333333333346, PathLength, 326.0,sBreadthFirstSearchLowCost,Cost, 6474.551382315951, Score, -105.69300000000003, PathLength, 316.0,sBacktrackPath,Cost, 5113.975635570308, Score, -56.10833333333349, PathLength, 167.0,sVariableBacktrackPath,Cost, 3931.9983403759593, Score, -39.72466666666667, PathLength, 118.0,sLeastConnectedFirst,Cost, 4525.94447122989, Score, -31.562666666666704, PathLength, 93.0,
hRandomFixedDistance,Cost, 302.9665961126468, Score, 50.7118,sRandomWalk,Cost, 4996.606611204228, Score, -34.168333333333294, PathLength, 101.0,sConstrainedRandomWalk,Cost, 4947.364194695752, Score, -33.83733333333329, PathLength, 100.0,sLowEdgeCost,Cost, 3157.6653948133885, Score, -33.63466666666663, PathLength, 99.0,sDepthFirstSearch,Cost, 5003.883322758963, Score, -33.21999999999999, PathLength, 98.0,sDepthFirstSearchLowCost,Cost, 2997.7775083909487, Score, -33.25466666666671, PathLength, 98.0,sBreadthFirstSearch,Cost, 6753.735502673182, Score, -109.19300000000013, PathLength, 326.0,sBreadthFirstSearchLowCost,Cost, 6339.384639272523, Score, -103.54833333333325, PathLength, 309.0,sBacktrackPath,Cost, 5157.2127799000555, Score, -56.15933333333335, PathLength, 167.0,sVariableBacktrackPath,Cost, 3855.1546854827743, Score, -39.129999999999995, PathLength, 116.0,sLeastConnectedFirst,Cost, 4435.148710766235, Score, -30.97233333333333, PathLength, 91.0,
hLowEdgeCostRandomFixedDistance,Cost, 519.7542058966657, Score, 47.83899999999999,sRandomWalk,Cost, 5263.6643587756735, Score, -36.010666666666665, PathLength, 107.0,sConstrainedRandomWalk,Cost, 5144.591659928852, Score, -35.17366666666661, PathLength, 104.0,sLowEdgeCost,Cost, 1811.209229302352, Score, -23.289000000000012, PathLength, 68.0,sDepthFirstSearch,Cost, 5768.15070772895, Score, -38.47066666666668, PathLength, 114.0,sDepthFirstSearchLowCost,Cost, 1730.113970218351, Score, -22.948000000000018, PathLength, 67.0,sBreadthFirstSearch,Cost, 6805.605599228178, Score, -110.00966666666663, PathLength, 329.0,sBreadthFirstSearchLowCost,Cost, 6481.0258814339795, Score, -106.0666666666667, PathLength, 317.0,sBacktrackPath,Cost, 4239.176841271545, Score, -48.7626666666667, PathLength, 145.0,sVariableBacktrackPath,Cost, 2115.1942665285997, Score, -26.07666666666665, PathLength, 77.0,sLeastConnectedFirst,Cost, 4517.057622585478, Score, -31.582333333333306, PathLength, 93.0,
