[100, [RandomSet,1][RandomDirection,1][Random,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [RandomWalk,1][ConstrainedRandomWalk,1][LowEdgeCost,1][DepthFirstSearch,1][DepthFirstSearchLowCost,1][BreadthFirstSearch,1][BreadthFirstSearchLowCost,1][BacktrackPath,1][OptimalBacktrackPath,1][LeastConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,i+1}, {Rounds,1000}, {EdgeWeight,100.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}]
hRandomSet,Cost, 4694.630400103174, Score, 106.61400000000017,sRandomWalk,Cost, 12618.000060167866, Score, -81.73666666666674, PathLength, 244.0,sConstrainedRandomWalk,Cost, 12862.69303589101, Score, -83.25766666666662, PathLength, 248.0,sLowEdgeCost,Cost, 8538.419134110523, Score, -65.83466666666665, PathLength, 196.0,sDepthFirstSearch,Cost, 9260.724244676754, Score, -59.867999999999924, PathLength, 178.0,sDepthFirstSearchLowCost,Cost, 6518.30619009816, Score, -55.429666666666684, PathLength, 165.0,sBreadthFirstSearch,Cost, 14514.091555063223, Score, -211.7649999999999, PathLength, 634.0,sBreadthFirstSearchLowCost,Cost, 14187.21810131951, Score, -207.10966666666684, PathLength, 620.0,sBacktrackPath,Cost, 18380.662078506935, Score, -152.9443333333333, PathLength, 457.0,sVariableBacktrackPath,Cost, 14293.126697042653, Score, -107.59033333333338, PathLength, 321.0,sLeastConnectedFirst,Cost, 6190.5863284668685, Score, -40.60400000000004, PathLength, 120.0,
hRandomDirection,Cost, 4022.4951111687756, Score, 94.20413333333333,sRandomWalk,Cost, 9934.697347290436, Score, -64.3906666666667, PathLength, 192.0,sConstrainedRandomWalk,Cost, 9766.25462363299, Score, -63.23633333333332, PathLength, 188.0,sLowEdgeCost,Cost, 7316.930967231484, Score, -58.06466666666672, PathLength, 173.0,sDepthFirstSearch,Cost, 7967.81317552093, Score, -51.55533333333338, PathLength, 153.0,sDepthFirstSearchLowCost,Cost, 6077.178688030961, Score, -50.39233333333328, PathLength, 150.0,sBreadthFirstSearch,Cost, 12727.19163892202, Score, -185.8730000000003, PathLength, 556.0,sBreadthFirstSearchLowCost,Cost, 12309.954129366426, Score, -179.53733333333338, PathLength, 537.0,sBacktrackPath,Cost, 17001.119495673185, Score, -143.0386666666666, PathLength, 428.0,sVariableBacktrackPath,Cost, 13893.40662330965, Score, -104.983, PathLength, 313.0,sLeastConnectedFirst,Cost, 6262.63332983433, Score, -40.96999999999999, PathLength, 121.0,
hRandom,Cost, 12885.931384707912, Score, 100.36129999999989,sRandomWalk,Cost, 11599.008928981291, Score, -75.17666666666663, PathLength, 224.0,sConstrainedRandomWalk,Cost, 11300.602645022667, Score, -73.27300000000002, PathLength, 218.0,sLowEdgeCost,Cost, 8048.119348575785, Score, -62.96533333333335, PathLength, 187.0,sDepthFirstSearch,Cost, 8838.295969133898, Score, -57.056999999999974, PathLength, 170.0,sDepthFirstSearchLowCost,Cost, 6360.421178705784, Score, -53.754666666666665, PathLength, 160.0,sBreadthFirstSearch,Cost, 13492.539946008515, Score, -196.95400000000012, PathLength, 589.0,sBreadthFirstSearchLowCost,Cost, 13058.947834360391, Score, -190.2713333333337, PathLength, 569.0,sBacktrackPath,Cost, 17771.21249792047, Score, -148.7736666666665, PathLength, 445.0,sVariableBacktrackPath,Cost, 13892.913708708962, Score, -104.89833333333338, PathLength, 313.0,sLeastConnectedFirst,Cost, 6185.412397274992, Score, -40.489000000000004, PathLength, 120.0,
hRandomFixedDistance,Cost, 60753.6481188501, Score, 96.61663333333344,sRandomWalk,Cost, 10611.743943411107, Score, -68.77500000000006, PathLength, 205.0,sConstrainedRandomWalk,Cost, 10302.999897442005, Score, -66.7469999999999, PathLength, 199.0,sLowEdgeCost,Cost, 7591.44348357243, Score, -59.87833333333331, PathLength, 178.0,sDepthFirstSearch,Cost, 8354.20778833958, Score, -53.99433333333334, PathLength, 160.0,sDepthFirstSearchLowCost,Cost, 6230.3385868145615, Score, -52.118000000000116, PathLength, 155.0,sBreadthFirstSearch,Cost, 12929.876025706875, Score, -188.66666666666686, PathLength, 565.0,sBreadthFirstSearchLowCost,Cost, 12457.107671486157, Score, -181.33000000000013, PathLength, 542.0,sBacktrackPath,Cost, 17886.58832524332, Score, -149.45166666666668, PathLength, 447.0,sVariableBacktrackPath,Cost, 13722.228779801351, Score, -103.88366666666676, PathLength, 310.0,sLeastConnectedFirst,Cost, 6310.379913521332, Score, -41.3216666666667, PathLength, 122.0,
hLowEdgeCostRandomFixedDistance,Cost, 50869.56841227851, Score, 96.45416666666681,sRandomWalk,Cost, 10647.355052452676, Score, -68.97833333333332, PathLength, 205.0,sConstrainedRandomWalk,Cost, 10278.138917853716, Score, -66.61099999999999, PathLength, 198.0,sLowEdgeCost,Cost, 7645.696980341272, Score, -60.28933333333328, PathLength, 179.0,sDepthFirstSearch,Cost, 8449.18608130478, Score, -54.396666666666654, PathLength, 162.0,sDepthFirstSearchLowCost,Cost, 6221.33076252593, Score, -51.9393333333334, PathLength, 154.0,sBreadthFirstSearch,Cost, 13013.32151935855, Score, -190.27033333333313, PathLength, 569.0,sBreadthFirstSearchLowCost,Cost, 12464.066775691243, Score, -181.5403333333335, PathLength, 543.0,sBacktrackPath,Cost, 17856.075903007008, Score, -149.32266666666672, PathLength, 446.0,sVariableBacktrackPath,Cost, 13298.87169622799, Score, -100.80133333333339, PathLength, 301.0,sLeastConnectedFirst,Cost, 6166.291403455453, Score, -40.3923333333333, PathLength, 120.0,
hMinimumConnectivity,Cost, 2304917.580621758, Score, 114.0487999999999,sRandomWalk,Cost, 13847.439027881188, Score, -89.57466666666666, PathLength, 267.0,sConstrainedRandomWalk,Cost, 13877.639613038253, Score, -89.84066666666672, PathLength, 268.0,sLowEdgeCost,Cost, 9011.372111453977, Score, -69.14933333333332, PathLength, 206.0,sDepthFirstSearch,Cost, 9558.754473954397, Score, -61.916333333333235, PathLength, 184.0,sDepthFirstSearchLowCost,Cost, 6653.258728354248, Score, -57.28066666666669, PathLength, 170.0,sBreadthFirstSearch,Cost, 15357.025708850475, Score, -224.20600000000022, PathLength, 671.0,sBreadthFirstSearchLowCost,Cost, 14946.137877835705, Score, -218.05499999999995, PathLength, 653.0,sBacktrackPath,Cost, 20417.87634818719, Score, -167.86333333333363, PathLength, 502.0,sVariableBacktrackPath,Cost, 16777.127143013597, Score, -123.85133333333344, PathLength, 370.0,sLeastConnectedFirst,Cost, 5920.217065077262, Score, -38.750666666666646, PathLength, 115.0,
hMaxDistance,Cost, 772280.1918366656, Score, 95.51223333333328,sRandomWalk,Cost, 10052.042768107796, Score, -65.19966666666667, PathLength, 194.0,sConstrainedRandomWalk,Cost, 10491.790483651534, Score, -67.99033333333333, PathLength, 202.0,sLowEdgeCost,Cost, 7420.2154366207615, Score, -58.809000000000076, PathLength, 175.0,sDepthFirstSearch,Cost, 8228.460472035375, Score, -53.2726666666667, PathLength, 158.0,sDepthFirstSearchLowCost,Cost, 6186.9668972913505, Score, -51.61033333333335, PathLength, 153.0,sBreadthFirstSearch,Cost, 12769.199832321281, Score, -186.2566666666667, PathLength, 557.0,sBreadthFirstSearchLowCost,Cost, 12422.658324804095, Score, -181.1746666666668, PathLength, 542.0,sBacktrackPath,Cost, 17456.37740528658, Score, -146.23399999999998, PathLength, 437.0,sVariableBacktrackPath,Cost, 13717.610300550828, Score, -103.67666666666678, PathLength, 310.0,sLeastConnectedFirst,Cost, 6254.605218301636, Score, -40.898333333333355, PathLength, 121.0,
hRandomSet,Cost, 4344.868114220338, Score, 101.45373333333337,sRandomWalk,Cost, 11605.864383315027, Score, -78.98733333333331, PathLength, 235.0,sConstrainedRandomWalk,Cost, 11444.505983900077, Score, -77.85333333333332, PathLength, 232.0,sLowEdgeCost,Cost, 8747.622758551219, Score, -70.90500000000003, PathLength, 211.0,sDepthFirstSearch,Cost, 7467.717558178928, Score, -49.79833333333328, PathLength, 148.0,sDepthFirstSearchLowCost,Cost, 5186.3864565910635, Score, -51.24566666666658, PathLength, 152.0,sBreadthFirstSearch,Cost, 13167.69424873997, Score, -195.36099999999993, PathLength, 585.0,sBreadthFirstSearchLowCost,Cost, 12648.646216949403, Score, -189.2903333333332, PathLength, 566.0,sBacktrackPath,Cost, 20580.099656941078, Score, -172.77466666666658, PathLength, 517.0,sVariableBacktrackPath,Cost, 11150.13947420043, Score, -88.91266666666661, PathLength, 265.0,sLeastConnectedFirst,Cost, 5819.222023568529, Score, -39.409000000000006, PathLength, 117.0,
hRandomDirection,Cost, 3851.7538623437486, Score, 91.70929999999993,sRandomWalk,Cost, 9427.400068965566, Score, -64.30599999999998, PathLength, 191.0,sConstrainedRandomWalk,Cost, 9541.178817965138, Score, -65.08966666666669, PathLength, 194.0,sLowEdgeCost,Cost, 7410.225707195769, Score, -61.97366666666667, PathLength, 184.0,sDepthFirstSearch,Cost, 7138.215228188653, Score, -47.63099999999997, PathLength, 141.0,sDepthFirstSearchLowCost,Cost, 5023.762766703256, Score, -49.595333333333315, PathLength, 147.0,sBreadthFirstSearch,Cost, 12062.104356878903, Score, -178.79299999999995, PathLength, 535.0,sBreadthFirstSearchLowCost,Cost, 11575.074438935992, Score, -173.27533333333346, PathLength, 518.0,sBacktrackPath,Cost, 18434.337418707775, Score, -157.19966666666653, PathLength, 470.0,sVariableBacktrackPath,Cost, 9766.29980758064, Score, -79.25833333333348, PathLength, 236.0,sLeastConnectedFirst,Cost, 5902.043097355983, Score, -39.97100000000008, PathLength, 118.0,
hRandom,Cost, 12535.481658686625, Score, 95.33413333333334,sRandomWalk,Cost, 10184.134338449583, Score, -69.38033333333345, PathLength, 207.0,sConstrainedRandomWalk,Cost, 10571.266450168945, Score, -71.93833333333338, PathLength, 214.0,sLowEdgeCost,Cost, 7956.780953277827, Score, -65.35433333333336, PathLength, 195.0,sDepthFirstSearch,Cost, 7377.736586263908, Score, -49.24966666666663, PathLength, 146.0,sDepthFirstSearchLowCost,Cost, 5119.911040299253, Score, -50.55500000000003, PathLength, 150.0,sBreadthFirstSearch,Cost, 12383.08580216625, Score, -183.66433333333333, PathLength, 549.0,sBreadthFirstSearchLowCost,Cost, 12079.2060352031, Score, -180.481, PathLength, 540.0,sBacktrackPath,Cost, 18715.88042499658, Score, -159.07466666666642, PathLength, 476.0,sVariableBacktrackPath,Cost, 10463.96983224858, Score, -84.13433333333342, PathLength, 251.0,sLeastConnectedFirst,Cost, 5822.072813798627, Score, -39.5093333333333, PathLength, 117.0,
hRandomFixedDistance,Cost, 74595.31047374244, Score, 91.69363333333347,sRandomWalk,Cost, 9786.487426116926, Score, -66.69800000000004, PathLength, 199.0,sConstrainedRandomWalk,Cost, 9543.176335022063, Score, -65.08500000000004, PathLength, 194.0,sLowEdgeCost,Cost, 7415.895874612925, Score, -61.86166666666658, PathLength, 184.0,sDepthFirstSearch,Cost, 7276.420670354853, Score, -48.464000000000006, PathLength, 144.0,sDepthFirstSearchLowCost,Cost, 5068.722012646807, Score, -49.97599999999995, PathLength, 148.0,sBreadthFirstSearch,Cost, 12054.412833405655, Score, -178.30866666666654, PathLength, 533.0,sBreadthFirstSearchLowCost,Cost, 11685.638621167718, Score, -174.9493333333333, PathLength, 523.0,sBacktrackPath,Cost, 17898.29210157097, Score, -153.23233333333337, PathLength, 458.0,sVariableBacktrackPath,Cost, 9626.93935300731, Score, -78.55833333333337, PathLength, 234.0,sLeastConnectedFirst,Cost, 5881.171554560262, Score, -39.80300000000001, PathLength, 118.0,
hLowEdgeCostRandomFixedDistance,Cost, 49859.623328663314, Score, 92.56583333333342,sRandomWalk,Cost, 9483.979818492035, Score, -64.78633333333337, PathLength, 193.0,sConstrainedRandomWalk,Cost, 9661.059558399438, Score, -65.78666666666669, PathLength, 196.0,sLowEdgeCost,Cost, 7466.850104239975, Score, -62.058333333333366, PathLength, 185.0,sDepthFirstSearch,Cost, 7239.671637465937, Score, -48.28533333333336, PathLength, 143.0,sDepthFirstSearchLowCost,Cost, 5073.375214791033, Score, -50.18233333333326, PathLength, 149.0,sBreadthFirstSearch,Cost, 12075.898727129905, Score, -178.68333333333345, PathLength, 535.0,sBreadthFirstSearchLowCost,Cost, 11715.015892594876, Score, -175.08833333333328, PathLength, 524.0,sBacktrackPath,Cost, 18967.837390218552, Score, -161.15666666666672, PathLength, 482.0,sVariableBacktrackPath,Cost, 9856.318094059097, Score, -80.14533333333341, PathLength, 239.0,sLeastConnectedFirst,Cost, 5831.217176343883, Score, -39.48566666666661, PathLength, 117.0,
hMinimumConnectivity,Cost, 2271246.1458236794, Score, 107.18106666666664,sRandomWalk,Cost, 12735.47722275256, Score, -86.59300000000002, PathLength, 258.0,sConstrainedRandomWalk,Cost, 13202.977014243255, Score, -89.99533333333324, PathLength, 268.0,sLowEdgeCost,Cost, 9237.783910794493, Score, -74.17299999999994, PathLength, 221.0,sDepthFirstSearch,Cost, 7624.925571250219, Score, -50.966333333333246, PathLength, 151.0,sDepthFirstSearchLowCost,Cost, 5298.920956888926, Score, -52.28800000000003, PathLength, 155.0,sBreadthFirstSearch,Cost, 13712.960124289259, Score, -203.91300000000004, PathLength, 610.0,sBreadthFirstSearchLowCost,Cost, 13292.254800532044, Score, -198.86733333333328, PathLength, 595.0,sBacktrackPath,Cost, 21669.908705583224, Score, -180.80700000000007, PathLength, 541.0,sVariableBacktrackPath,Cost, 12408.867626739091, Score, -97.39699999999989, PathLength, 291.0,sLeastConnectedFirst,Cost, 5419.012772117797, Score, -36.81066666666658, PathLength, 109.0,
hMaxDistance,Cost, 757348.868026321, Score, 91.58566666666675,sRandomWalk,Cost, 9770.165704701441, Score, -66.53833333333336, PathLength, 198.0,sConstrainedRandomWalk,Cost, 9432.444176564337, Score, -64.30566666666665, PathLength, 191.0,sLowEdgeCost,Cost, 7434.078588574648, Score, -62.045666666666605, PathLength, 185.0,sDepthFirstSearch,Cost, 7179.628184044289, Score, -47.90466666666661, PathLength, 142.0,sDepthFirstSearchLowCost,Cost, 5075.2559095632405, Score, -50.03466666666666, PathLength, 149.0,sBreadthFirstSearch,Cost, 12019.082304870604, Score, -177.8156666666666, PathLength, 532.0,sBreadthFirstSearchLowCost,Cost, 11553.909467278558, Score, -172.43566666666678, PathLength, 516.0,sBacktrackPath,Cost, 18197.922396039674, Score, -155.40099999999978, PathLength, 465.0,sVariableBacktrackPath,Cost, 9811.873396742634, Score, -79.66466666666669, PathLength, 237.0,sLeastConnectedFirst,Cost, 5866.025323634862, Score, -39.7106666666667, PathLength, 118.0,
hRandomSet,Cost, 4347.7104353728255, Score, 108.2140333333334,sRandomWalk,Cost, 11500.642766642333, Score, -75.99166666666665, PathLength, 226.0,sConstrainedRandomWalk,Cost, 11369.734459192088, Score, -75.26966666666672, PathLength, 224.0,sLowEdgeCost,Cost, 10179.645553952992, Score, -79.35466666666673, PathLength, 237.0,sDepthFirstSearch,Cost, 8645.830456900472, Score, -56.529999999999966, PathLength, 168.0,sDepthFirstSearchLowCost,Cost, 5824.254658105983, Score, -56.07500000000006, PathLength, 167.0,sBreadthFirstSearch,Cost, 12281.518468733242, Score, -209.05000000000004, PathLength, 626.0,sBreadthFirstSearchLowCost,Cost, 11857.666048940231, Score, -203.12033333333346, PathLength, 608.0,sBacktrackPath,Cost, 23014.97618612104, Score, -191.6746666666669, PathLength, 574.0,sVariableBacktrackPath,Cost, 12315.751390119973, Score, -95.60466666666674, PathLength, 285.0,sLeastConnectedFirst,Cost, 5752.948846935041, Score, -39.469666666666654, PathLength, 117.0,
hRandomDirection,Cost, 4047.535276058326, Score, 96.33756666666679,sRandomWalk,Cost, 9669.14052974991, Score, -64.14533333333328, PathLength, 191.0,sConstrainedRandomWalk,Cost, 9535.959209487302, Score, -63.10433333333336, PathLength, 188.0,sLowEdgeCost,Cost, 7485.408014761669, Score, -61.72500000000002, PathLength, 184.0,sDepthFirstSearch,Cost, 7927.766845195111, Score, -51.91266666666653, PathLength, 154.0,sDepthFirstSearchLowCost,Cost, 5481.986513765257, Score, -52.748666666666644, PathLength, 157.0,sBreadthFirstSearch,Cost, 11167.38032159064, Score, -190.36900000000034, PathLength, 570.0,sBreadthFirstSearchLowCost,Cost, 10753.943313746466, Score, -184.43699999999995, PathLength, 552.0,sBacktrackPath,Cost, 20400.43006952497, Score, -172.54200000000026, PathLength, 516.0,sVariableBacktrackPath,Cost, 10313.173342225775, Score, -82.33200000000001, PathLength, 245.0,sLeastConnectedFirst,Cost, 5843.409329396935, Score, -40.059666666666686, PathLength, 119.0,
hRandom,Cost, 13591.11738874602, Score, 100.96613333333332,sRandomWalk,Cost, 10447.523522215637, Score, -69.28000000000004, PathLength, 206.0,sConstrainedRandomWalk,Cost, 10328.472793854828, Score, -68.35566666666668, PathLength, 204.0,sLowEdgeCost,Cost, 8693.718821498514, Score, -69.59666666666664, PathLength, 207.0,sDepthFirstSearch,Cost, 8343.131280672653, Score, -54.56533333333327, PathLength, 162.0,sDepthFirstSearchLowCost,Cost, 5704.461629036968, Score, -54.915333333333315, PathLength, 163.0,sBreadthFirstSearch,Cost, 11751.455021322157, Score, -200.459, PathLength, 600.0,sBreadthFirstSearchLowCost,Cost, 11207.120311732071, Score, -191.8129999999999, PathLength, 574.0,sBacktrackPath,Cost, 20649.00819828228, Score, -174.9156666666665, PathLength, 523.0,sVariableBacktrackPath,Cost, 10932.991503641599, Score, -85.99233333333328, PathLength, 256.0,sLeastConnectedFirst,Cost, 5795.575023814338, Score, -39.76833333333333, PathLength, 118.0,
hRandomFixedDistance,Cost, 71630.3766299854, Score, 97.20749999999998,sRandomWalk,Cost, 9717.69135667527, Score, -64.45233333333329, PathLength, 192.0,sConstrainedRandomWalk,Cost, 9939.299233854339, Score, -65.98600000000003, PathLength, 196.0,sLowEdgeCost,Cost, 7851.986896592663, Score, -64.1633333333334, PathLength, 191.0,sDepthFirstSearch,Cost, 8131.005620840214, Score, -53.2456666666667, PathLength, 158.0,sDepthFirstSearchLowCost,Cost, 5596.9634284361855, Score, -53.75033333333344, PathLength, 160.0,sBreadthFirstSearch,Cost, 11286.455894791101, Score, -192.6543333333335, PathLength, 576.0,sBreadthFirstSearchLowCost,Cost, 10924.49652132271, Score, -187.01533333333379, PathLength, 560.0,sBacktrackPath,Cost, 19651.22093524327, Score, -167.8063333333335, PathLength, 502.0,sVariableBacktrackPath,Cost, 10366.657891817187, Score, -82.52800000000003, PathLength, 246.0,sLeastConnectedFirst,Cost, 5917.658594401926, Score, -40.47333333333332, PathLength, 120.0,
hLowEdgeCostRandomFixedDistance,Cost, 78595.12632764729, Score, 97.2141666666667,sRandomWalk,Cost, 9688.714036109493, Score, -64.33733333333328, PathLength, 192.0,sConstrainedRandomWalk,Cost, 9816.841331124371, Score, -65.12100000000002, PathLength, 194.0,sLowEdgeCost,Cost, 7920.266864972849, Score, -64.59433333333338, PathLength, 192.0,sDepthFirstSearch,Cost, 8092.119660891311, Score, -52.931666666666615, PathLength, 157.0,sDepthFirstSearchLowCost,Cost, 5610.396342430363, Score, -53.85866666666659, PathLength, 160.0,sBreadthFirstSearch,Cost, 11311.194645213653, Score, -192.63033333333357, PathLength, 576.0,sBreadthFirstSearchLowCost,Cost, 10901.029828794293, Score, -187.09033333333338, PathLength, 560.0,sBacktrackPath,Cost, 19615.84394867749, Score, -167.0896666666668, PathLength, 500.0,sVariableBacktrackPath,Cost, 10677.14608127767, Score, -84.58266666666655, PathLength, 252.0,sLeastConnectedFirst,Cost, 5820.973613202994, Score, -39.90566666666668, PathLength, 118.0,
hMinimumConnectivity,Cost, 2359557.7165866364, Score, 114.21420000000009,sRandomWalk,Cost, 12143.759980134912, Score, -80.36299999999997, PathLength, 240.0,sConstrainedRandomWalk,Cost, 12515.227011181556, Score, -82.73199999999997, PathLength, 247.0,sLowEdgeCost,Cost, 10888.029996633382, Score, -83.94433333333342, PathLength, 250.0,sDepthFirstSearch,Cost, 8969.493673753013, Score, -58.59099999999993, PathLength, 174.0,sDepthFirstSearchLowCost,Cost, 5936.073019419929, Score, -57.37100000000001, PathLength, 171.0,sBreadthFirstSearch,Cost, 12628.83539581602, Score, -214.75966666666653, PathLength, 643.0,sBreadthFirstSearchLowCost,Cost, 12253.246172688805, Score, -210.0383333333333, PathLength, 629.0,sBacktrackPath,Cost, 25778.587259272666, Score, -210.9023333333333, PathLength, 631.0,sVariableBacktrackPath,Cost, 13894.28214645583, Score, -106.14499999999991, PathLength, 317.0,sLeastConnectedFirst,Cost, 5417.57469358095, Score, -37.29533333333332, PathLength, 110.0,
